artist,title,genre,cluster,track_index,nn_distance
fresh_low,new_life,chill_groovy,22,264,9.410661484375026
ken_ecb,i_heart_bougie_toka_project_mix,groovy_euphoric,22,265,10.63404612757125
mf_hercules,raindance_nick_monaco_remix,house_groovy,22,266,10.615843265282669
luna_city_express,smokin_bull_feat_matthias_staller_original_mix,vibe_g_swindle,22,267,10.262864390320694
mawi,co2_extended_mix,house_funky,22,268,10.780077934521763
matt_prehn_griffin,lately_guri_remix,deep_house_bouncy,22,269,9.859079403090949
honey_dijon,houze_feat_seven_davis_jr_deetron_extended_remix,house_banger,22,270,9.96266702670885
roza_terenzi,that_track_rewired_mix,garage,22,271,0.0
roza_terenzi,that_track_rewired_mix,house_electro,22,272,10.771975135517636
claude_vonstroke_jesse_rose,bare_mountain,vibe_th_stroke,22,273,10.95923019260461
dan_carraway_xpans,after_hours_middath_remix,vibe_th_stroke,22,274,11.210070694505657
mike_mcfly_feat_jc_stormz,drum_machine_extended_mix,tech_house_euphoric,22,275,12.11998523704013
lucati_gawp,flamingo_original_mix,house_wobble,22,276,11.131708118906817
larix,hyperactive_angy_kore_remix_embrion_music,techno_banger,22,277,11.53774465557121
kiddy_wav,grab_dat_ass_all_night,house_getto,22,278,10.770917874635163
dj_quicksilver,bellissima,classic_bangers,22,279,10.978479850547352
skepta,mas_murder,drum_n_bass,22,280,9.85322925954588
client_03,1nce_again,drum_n_bass,22,281,11.013544711701885
john_tejada,sweat_on_the_walls_sebo_k_remix_defected_records,tech_house_groovy,22,282,11.842876204928002
dennis_cruz_feat_martina_camargo,el_sue_o,groovy_tribal,22,283,12.404108383468744
booka_shade,trespass_2019_booka_shade_extended_mix,techno_wobble,22,284,11.701912914351759
serohe,mario_bros_original_mix_onoff_recording,techno_groovy,22,285,11.945277818460449
kink,five,vibe_h_kinky,22,286,12.485893856395736
booka_shade,in_white_rooms,house_groovy,22,287,11.063905928476858
format_b,flat_call,vibe_th_format,22,288,13.636414232330823
paul_kalkbrenner,der_stabsv_rnern,chill_techno,22,289,13.279263855873358
jay_lumen,nobody_original_mix,bass_house_wobble,28,290,7.553864448361639
low_steppa,drums_re_rockin_the_vip,vibe_bh_steppa,28,291,7.780210490819219
david_penn_atfc,hipcats_extended_mix,groovy_bouncy,28,292,6.531247454175921
kellerkind,disco_on_the_dancefloor,vibe_dh_keller,28,293,7.732489001053536
belocca_guille_placencia_george_privatti,keep_going,tech_house_groovy,28,294,6.449688559685105
marcellus_wallace,what_original_mix,tech_house_wobble,28,295,7.3717479043696725
darius_syrossian_doorly,gravity_check,tech_house_funky,28,296,7.761854085951621
dorade,argonoid,tech_house_wobble,28,297,7.389157842122615
codes,les_do_this_truth_x_lies_remix,vibe_th_code,28,298,6.904744231674654
mihalis_safras_green_velvet,sauce_feat_shamonique,tech_house_energetic,28,299,8.29969801293223
shiba_san_green_velvet,chance,vibe_th_shiba,28,300,8.03036776749646
solardo,the_aztecs_original_mix_125,vibe_th_solardo,28,301,7.5463391773251525
will_clarke_bot,techno_solardo_remix,vibe_th_solardo,28,302,2.2493568840948877
will_clarke_bot,techno_not_techno,techno_bouncy,28,303,8.076160685819213
claude_vonstroke,walay_my_bae,vibe_th_stroke,28,304,7.928564763565071
mattei_omich_feat_ella,god_make_me_phunky_the_loft_mix,house_funky,28,305,8.652477534086946
roberto_surace,joys_extended_mix,house_groovy,28,306,8.95890892314616
solardo,on_the_corner,vibe_th_solardo,28,307,7.031283046815812
solardo,the_spot_original_mix,vibe_th_solardo,28,308,7.895994052120728
solardo,matador,vibe_th_solardo,28,309,7.971552902772262
solardo,keep_pushing_on_original_mix,vibe_th_solardo,28,310,6.785275797822041
fisher,ya_kidding_solardo_remix,vibe_th_topping,28,311,8.090282947200706
solardo,dance_the_disco_original_mix,vibe_th_solardo,28,312,8.422937461116842
marco_strous,shred_original_mix,tech_house_trippy,28,313,7.44169173431456
erick_morillo,colombiano_extended_mix,tech_house_tribal,28,314,8.057562157864634
franky_rizardo,revoke_original_mix,house_euphoric,28,315,8.430563395516842
camelphat,hangin_out_with_charlie_original_mix,vibe_h_phat,28,316,4.926293612865623
camelphat,hangin_out_with_charlie,vibe_h_phat,28,317,7.714721884569841
malandra_jr,dance_warriors_riva_starr_remix,tech_house_warm,28,318,8.277026286769853
tommyboy_dragonfly_crazibiza,aquardiente_jude_frank_remix,house_funky,28,319,7.908342751096472
eli_brown,takin_over_original_mix,vibe_th_brown,28,320,8.683724524025067
dj_tonio,bigger_than_yours,house_dirty,28,321,7.484967172147852
mike_newman,that_simple_extended_mix,house_chord,28,322,8.569116863157074
david_penn_kpd,disc_jockey,tech_house_groovy,28,323,8.182710313547423
eli_brown,get_down,vibe_th_brown,28,324,7.995324480516929
kama,cream_pax_remix,tech_house_energetic,28,325,8.573308484851681
solardo,fall_down,vibe_th_solardo,28,326,8.484727527010147
hector_couto,coming_back,house_groovy,28,327,9.932268225829503
eddie_amador,house_music_robosonic_remix,chill_groovy,28,328,9.020950461380288
david_keno_dalson,black_betty_robosonic_remix,tech_house_classic,28,329,7.978728820597001
